,satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,left,promotion_last_5years,sales,salary
13136,99.0,0.75,4,163,2,0,0,0,sales,low
13137,77.0,0.85,4,189,2,0,0,0,sales,low
13138,49.0,0.52,3,156,2,0,0,0,sales,low
13139,98.0,0.58,3,183,3,0,0,0,sales,low
13140,18.0,0.54,6,209,5,1,0,0,sales,low
13141,80.0,0.82,4,271,4,0,0,0,sales,low
13142,81.0,0.77,5,251,2,0,0,0,sales,low
13143,13.0,0.61,5,198,5,0,0,0,sales,medium
13144,57.99999999999999,0.97,3,274,4,1,0,1,sales,medium
13145,75.0,0.63,4,209,3,0,0,1,sales,medium
13146,80.0,0.94,4,271,4,0,0,1,sales,medium
13147,78.0,0.6,4,143,2,0,0,1,sales,medium
13148,92.0,0.6,5,236,3,1,0,1,sales,medium
13149,85.0,0.98,5,222,3,0,0,1,sales,medium
13150,52.0,0.63,3,233,3,0,0,1,sales,medium
13151,95.0,0.84,3,270,3,1,0,1,sales,medium
13152,81.0,0.92,5,258,3,0,0,1,sales,medium
13153,16.0,0.82,6,202,4,1,0,1,sales,medium
13154,91.0,0.74,3,150,2,0,0,0,accounting,medium
13155,62.0,0.51,4,193,3,0,0,0,accounting,high
13156,24.0,0.42,5,210,5,0,0,0,accounting,low
13157,88.0,0.51,3,208,3,0,0,0,hr,medium
13158,94.0,0.73,3,196,3,0,0,0,hr,medium
13159,76.0,0.79,5,187,4,0,0,0,hr,medium
13160,49.0,0.67,3,140,2,0,0,0,hr,medium
13161,93.0,0.9,4,256,4,0,0,0,technical,low
13162,92.0,0.66,4,113,3,0,0,0,technical,low
13163,19.0,0.94,4,196,5,0,0,0,technical,low
13164,66.0,0.76,3,170,3,0,0,0,technical,low
13165,16.0,0.94,4,261,6,0,0,0,technical,low
13166,83.0,0.99,5,132,3,0,0,0,technical,low
13167,69.0,0.53,3,153,3,0,0,0,technical,low
13168,82.0,0.53,3,147,3,1,0,0,technical,low
13169,88.0,0.72,5,244,2,0,0,0,technical,low
13170,31.0,0.42,4,108,4,0,0,0,technical,low
13171,83.0,0.49,4,218,2,0,0,0,technical,low
13172,94.0,0.52,5,133,3,0,0,0,support,low
13173,65.0,0.79,5,233,3,0,0,0,support,low
13174,60.0,0.6,4,147,3,0,0,0,support,low
13175,52.0,0.43,3,176,3,0,0,0,support,low
13176,66.0,0.89,4,169,4,0,0,0,support,low
13177,87.0,0.87,4,144,3,0,0,0,support,low
13178,20.0,0.99,5,151,3,1,0,0,support,low
13179,63.0,0.91,4,252,3,1,0,0,support,medium
13180,69.0,0.98,4,180,3,0,0,0,support,medium
13181,48.0,0.61,3,251,3,0,0,0,support,medium
13182,80.0,0.8,4,263,4,0,0,0,support,medium
13183,89.0,0.74,5,260,6,0,0,0,technical,medium
13184,67.0,0.63,3,227,3,0,0,0,technical,medium
13185,37.0,0.86,6,260,3,0,0,0,technical,medium
13186,93.0,0.61,5,158,3,0,0,0,management,medium
13187,69.0,0.52,3,186,3,0,0,0,IT,medium
13188,16.0,0.61,4,171,6,0,0,0,IT,medium
13189,81.0,0.55,3,199,2,1,0,0,IT,medium
13190,97.0,0.63,5,258,2,0,0,0,IT,medium
13191,77.0,0.59,4,273,2,0,0,0,IT,high
13192,75.0,0.78,2,259,3,0,0,0,product_mng,low
13193,88.0,0.82,3,265,3,0,0,0,product_mng,medium
13194,43.0,0.51,5,168,4,0,0,0,product_mng,medium
13195,99.0,0.99,4,163,4,0,0,0,product_mng,medium
13196,59.0,0.65,5,265,3,0,0,0,IT,medium
13197,89.0,0.71,4,190,3,0,0,0,RandD,low
13198,54.0,0.73,3,157,3,0,0,0,RandD,low
13199,32.0,0.86,4,266,4,0,0,0,RandD,low
13200,17.0,0.55,6,240,6,0,0,0,RandD,low
13201,78.0,0.55,3,143,3,0,0,0,RandD,low
13202,73.0,0.68,3,121,5,0,0,0,RandD,low
13203,65.0,0.76,2,170,5,0,0,0,IT,low
13204,80.0,0.71,4,161,4,0,0,0,IT,low
13205,61.0,0.86,3,239,3,0,0,0,IT,low
13206,67.0,0.49,3,224,3,0,0,0,IT,low
13207,63.0,0.57,3,242,3,0,0,0,product_mng,low
13208,51.0,0.58,4,140,2,1,0,0,product_mng,low
13209,82.0,0.59,5,170,3,0,0,0,product_mng,low
13210,79.0,0.67,5,156,2,0,0,0,product_mng,low
13211,49.0,0.6,2,113,5,0,0,0,IT,low
13212,70.0,0.59,3,138,3,0,0,0,RandD,low
13213,13.0,0.5,3,137,5,0,0,0,RandD,low
13214,83.0,0.52,5,217,3,0,0,0,RandD,low
13215,83.0,0.91,3,155,3,0,0,0,RandD,low
13216,19.0,0.83,5,280,4,0,0,0,RandD,low
13217,80.0,0.81,5,248,2,1,0,0,RandD,low
13218,49.0,0.67,2,190,8,0,0,0,marketing,medium
13219,92.0,0.99,3,176,8,0,0,0,sales,medium
13220,81.0,0.55,4,217,8,0,0,0,accounting,medium
13221,62.0,0.91,3,269,8,0,0,0,support,medium
13222,21.0,0.7,3,238,8,0,0,0,technical,medium
13223,95.0,0.74,5,243,6,0,0,0,management,medium
13224,51.0,0.8,4,198,6,0,0,0,marketing,medium
13225,52.0,0.89,3,188,6,0,0,0,marketing,medium
13226,64.0,0.56,3,257,6,0,0,0,marketing,medium
13227,62.0,0.79,4,268,6,0,0,0,sales,medium
13228,73.0,0.88,5,233,4,1,0,0,sales,medium
13229,32.0,0.86,4,214,5,0,0,0,sales,medium
13230,78.0,0.96,2,285,3,0,0,0,sales,high
13231,65.0,0.91,4,224,2,1,0,0,sales,low
13232,56.00000000000001,0.92,4,224,3,0,0,0,sales,medium
13233,96.0,0.89,3,142,4,0,0,0,sales,medium
13234,79.0,0.82,4,220,3,0,0,0,sales,medium
13235,66.0,0.58,4,244,3,0,0,0,sales,medium
13236,67.0,0.68,4,171,3,0,0,0,sales,low
13237,86.0,0.82,4,274,2,1,0,0,sales,low
13238,56.99999999999999,0.72,4,214,2,1,0,0,sales,low
13239,86.0,0.87,5,171,2,0,0,0,sales,low
13240,52.0,0.59,5,150,2,0,0,0,sales,low
13241,73.0,0.61,4,260,2,1,0,0,sales,low
13242,78.0,0.63,5,259,3,0,0,0,sales,low
13243,95.0,0.63,3,153,2,0,0,0,sales,low
13244,75.0,0.61,3,263,3,0,0,0,sales,low
13245,83.0,0.52,2,149,2,1,0,0,sales,low
13246,48.0,1.0,4,261,3,0,0,0,accounting,low
13247,30.0,0.58,2,189,4,1,0,0,accounting,low
13248,72.0,0.85,5,237,4,0,0,0,accounting,low
13249,61.0,0.52,3,224,3,0,0,0,hr,low
13250,31.0,0.87,6,240,3,1,0,0,hr,low
13251,62.0,0.81,3,245,2,1,0,0,hr,low
13252,48.0,0.49,3,268,3,0,0,0,hr,low
13253,97.0,0.89,4,208,2,1,0,0,technical,low
13254,61.0,0.83,4,153,2,0,0,0,technical,low
13255,93.0,0.99,3,169,3,0,0,0,technical,low
13256,89.0,0.39,5,218,2,0,0,0,technical,low
13257,95.0,0.9,3,155,3,0,0,0,technical,medium
13258,36.0,0.44,5,155,3,0,0,0,technical,medium
13259,28.999999999999996,0.39,6,105,6,0,0,0,technical,medium
13260,65.0,0.83,4,251,2,0,0,0,technical,medium
13261,72.0,0.54,4,219,2,0,0,0,technical,medium
13262,51.0,0.56,4,198,2,1,0,0,technical,medium
13263,54.0,0.53,4,158,2,0,0,0,technical,medium
13264,66.0,0.58,3,157,2,0,0,0,support,medium
13265,59.0,0.54,4,178,2,0,0,0,support,medium
13266,45.0,0.48,3,145,2,0,0,0,support,medium
13267,15.0,0.91,5,230,3,0,0,0,support,medium
13268,95.0,0.53,3,174,3,0,0,0,support,medium
13269,49.0,0.59,5,140,3,0,0,0,support,high
13270,68.0,0.97,3,174,2,0,0,0,support,low
13271,70.0,0.76,4,173,2,0,0,0,support,medium
13272,90.0,0.73,2,203,4,0,0,0,support,medium
13273,94.0,0.95,5,170,3,0,0,0,support,medium
13274,80.0,0.86,3,203,3,0,0,0,support,medium
13275,59.0,0.53,5,169,3,0,0,0,technical,low
13276,43.0,0.96,3,109,6,0,0,0,technical,low
13277,70.0,0.54,5,263,3,0,0,0,technical,low
13278,51.0,0.62,4,185,3,0,0,0,management,low
13279,12.0,0.49,4,191,5,0,0,0,IT,low
13280,14.000000000000002,0.56,5,259,4,1,0,0,IT,low
13281,86.0,0.91,4,253,3,0,0,0,IT,low
13282,97.0,0.5,3,216,3,0,0,0,IT,low
13283,100.0,0.86,2,264,3,0,0,0,IT,medium
13284,49.0,0.63,3,181,3,1,0,0,product_mng,medium
13285,90.0,0.93,3,209,3,0,0,0,product_mng,medium
13286,82.0,0.89,4,239,2,0,0,0,product_mng,medium
13287,59.0,0.48,3,197,3,0,0,0,product_mng,medium
13288,97.0,0.57,4,150,2,0,0,0,IT,medium
13289,69.0,0.88,3,164,10,0,0,0,management,medium
13290,73.0,0.84,3,216,8,0,0,0,management,medium
13291,48.0,0.74,2,271,8,1,0,0,management,medium
13292,94.0,0.49,4,176,8,0,0,0,management,medium
13293,74.0,0.73,3,156,8,0,0,0,management,medium
13294,65.0,0.63,4,143,8,0,0,0,management,medium
13295,93.0,0.94,4,233,6,0,0,0,IT,medium
13296,56.99999999999999,0.67,3,138,6,1,0,0,IT,medium
13297,90.0,0.49,3,259,6,0,0,0,IT,medium
13298,55.00000000000001,0.86,4,169,6,0,0,0,IT,medium
13299,59.0,0.73,3,172,6,0,0,0,product_mng,medium
13300,72.0,0.98,4,156,3,0,0,0,product_mng,medium
13301,87.0,0.52,4,140,3,0,0,0,product_mng,medium
13302,86.0,0.82,4,212,2,0,0,0,product_mng,medium
13303,61.0,0.5,4,269,3,0,0,0,IT,medium
13304,45.0,0.63,5,111,5,0,0,0,management,medium
13305,51.0,0.63,4,198,2,0,0,0,management,medium
13306,87.0,0.92,4,263,3,0,0,0,management,medium
13307,28.999999999999996,0.38,5,191,5,0,0,0,management,medium
13308,56.99999999999999,0.64,3,188,3,0,0,0,management,medium
13309,69.0,0.83,4,252,3,0,0,0,management,medium
13310,61.0,0.9,2,142,3,0,0,0,marketing,high
13311,96.0,0.85,4,247,3,0,0,0,sales,high
13312,16.0,0.61,6,269,2,0,0,0,accounting,high
13313,96.0,0.82,4,244,3,0,0,0,support,high
13314,77.0,0.81,4,164,3,0,0,0,technical,high
13315,85.0,0.87,6,232,5,0,0,0,management,high
13316,37.0,0.49,3,177,3,0,0,0,marketing,high
13317,68.0,0.65,3,173,3,1,0,0,marketing,high
13318,87.0,0.6,5,165,2,1,0,0,marketing,high
13319,95.0,0.8,3,225,2,0,0,0,sales,high
13320,84.0,0.63,3,121,3,1,0,0,sales,low
13321,44.0,0.51,2,219,4,0,0,0,sales,low
13322,94.0,0.73,4,204,2,0,0,0,sales,low
13323,85.0,0.94,5,235,4,0,0,0,sales,low
13324,75.0,0.51,2,215,2,1,0,0,sales,low
13325,76.0,0.67,5,243,3,0,0,0,sales,low
13326,13.0,0.97,4,162,6,0,0,0,sales,low
13327,60.0,0.79,4,262,3,0,0,0,sales,low
13328,45.0,0.55,4,206,2,0,0,0,sales,low
13329,49.0,1.0,2,125,4,1,0,0,sales,low
13330,19.0,0.36,3,167,5,0,0,0,sales,low
13331,68.0,0.89,5,218,5,0,0,0,sales,low
13332,53.0,0.91,5,181,3,0,0,0,sales,low
13333,100.0,0.77,5,269,3,0,0,0,sales,low
13334,99.0,0.86,3,167,2,0,0,0,sales,low
13335,28.999999999999996,0.75,6,271,10,0,0,0,sales,medium
13336,54.0,0.83,4,201,8,1,0,0,sales,medium
13337,25.0,0.9,6,229,8,0,0,0,sales,medium
13338,71.0,0.76,4,148,8,0,0,0,accounting,medium
13339,96.0,0.84,3,147,8,0,0,0,accounting,medium
13340,80.0,0.9,4,211,8,0,0,0,accounting,medium
13341,82.0,0.87,5,145,6,0,0,0,hr,medium
13342,19.0,0.97,6,269,6,0,0,0,hr,medium
13343,43.0,0.74,4,129,6,0,0,0,hr,medium
13344,62.0,0.84,3,270,6,0,0,0,hr,medium
13345,75.0,0.85,3,250,6,0,0,0,technical,medium
13346,56.00000000000001,0.48,5,192,2,1,0,0,technical,medium
13347,88.0,0.91,4,233,4,0,0,0,technical,high
13348,63.0,0.57,4,192,3,0,0,0,technical,high
13349,75.0,0.93,3,247,2,0,0,0,technical,high
13350,74.0,1.0,4,192,4,0,0,0,technical,high
13351,55.00000000000001,0.68,3,178,3,1,0,0,technical,high
13352,87.0,0.55,4,197,3,0,0,0,technical,high
13353,13.0,0.9,5,264,6,0,0,0,technical,high
13354,33.0,0.64,2,274,3,1,0,0,technical,high
13355,89.0,0.97,4,147,2,0,0,0,technical,low
13356,56.00000000000001,0.94,3,154,3,1,0,0,support,low
13357,95.0,0.61,3,224,2,1,0,0,support,low
13358,56.99999999999999,0.59,4,250,2,0,0,0,support,low
13359,72.0,0.53,3,179,3,0,0,0,support,low
13360,28.000000000000004,0.44,4,170,2,0,0,0,support,low
13361,54.0,0.61,4,118,5,0,0,0,support,low
13362,54.0,0.95,4,256,3,0,0,0,support,low
13363,99.0,0.8,3,209,2,0,0,0,support,medium
13364,37.0,0.69,2,146,3,0,0,0,support,medium
13365,77.0,0.87,3,275,4,1,0,0,support,medium
13366,70.0,0.88,4,180,2,0,0,0,support,medium
13367,80.0,0.74,3,228,3,0,0,0,technical,medium
13368,52.0,0.63,3,204,3,0,0,0,technical,medium
13369,69.0,0.55,3,172,2,0,0,0,technical,medium
13370,60.0,0.62,5,274,3,0,0,0,management,medium
13371,74.0,0.64,3,136,2,0,0,0,IT,medium
13372,69.0,0.82,4,252,3,1,0,0,IT,medium
13373,78.0,0.89,4,137,3,0,0,0,IT,medium
13374,77.0,0.75,4,191,3,0,0,0,IT,medium
13375,91.0,0.68,4,132,4,0,0,0,IT,medium
13376,54.0,0.68,6,249,5,0,0,0,product_mng,medium
13377,48.0,0.77,6,274,6,0,0,0,product_mng,medium
13378,55.00000000000001,0.96,3,194,3,0,0,0,product_mng,medium
13379,17.0,0.36,6,191,2,0,0,0,product_mng,medium
13380,77.0,0.83,5,216,4,0,0,0,IT,medium
13381,93.0,0.98,3,241,3,0,0,0,IT,medium
13382,65.0,0.91,4,243,5,1,0,0,IT,medium
13383,67.0,0.52,4,207,3,0,0,0,IT,medium
13384,95.0,0.88,3,199,3,0,0,0,IT,medium
13385,61.0,0.97,6,286,4,0,0,0,product_mng,medium
13386,56.99999999999999,0.39,4,132,3,0,0,0,product_mng,high
13387,65.0,1.0,4,229,4,0,0,0,product_mng,low
13388,85.0,0.81,4,260,3,0,0,0,product_mng,medium
13389,61.0,0.96,3,214,2,0,0,0,IT,medium
13390,65.0,0.9,6,217,4,1,0,1,RandD,medium
13391,92.0,0.93,4,225,2,0,0,1,RandD,medium
13392,37.0,0.41,2,113,3,0,0,1,RandD,medium
13393,48.0,0.77,5,250,2,0,0,1,RandD,medium
13394,82.0,0.91,5,271,2,0,0,1,RandD,medium
13395,84.0,0.75,4,135,3,0,0,1,RandD,medium
13396,56.99999999999999,0.46,2,100,6,1,0,1,marketing,medium
13397,80.0,0.75,4,224,3,0,0,1,sales,medium
13398,49.0,0.91,4,134,4,0,0,0,accounting,low
13399,79.0,0.82,5,158,2,0,0,0,support,low
13400,48.0,0.67,3,183,2,0,0,0,technical,low
13401,28.000000000000004,0.89,4,97,6,0,0,0,management,low
13402,47.0,0.56,4,226,3,0,0,0,marketing,low
13403,91.0,0.6,4,235,4,1,0,0,marketing,low
13404,75.0,0.6,4,186,10,1,0,0,marketing,low
13405,61.0,0.89,3,242,10,0,0,0,sales,high
13406,47.0,0.79,3,284,10,0,0,0,sales,low
13407,22.0,0.7,2,274,10,0,0,0,sales,high
13408,50.0,0.48,4,130,10,0,0,0,sales,high
13409,56.00000000000001,0.87,3,146,10,0,0,0,sales,low
13410,84.0,0.85,4,207,10,0,0,0,sales,low
13411,69.0,0.72,4,210,2,1,0,0,sales,high
13412,53.0,0.64,3,143,2,0,0,0,sales,low
13413,17.0,0.57,4,116,3,0,0,0,sales,medium
13414,48.0,0.71,2,162,3,1,0,0,sales,high
13415,94.0,0.51,3,242,3,0,0,0,sales,medium
13416,77.0,0.89,4,153,7,0,0,0,sales,medium
13417,100.0,0.72,5,194,7,1,0,0,sales,medium
13418,49.0,0.65,4,233,7,0,0,0,sales,medium
13419,93.0,0.73,4,283,7,0,0,0,sales,high
13420,38.0,0.43,3,188,7,0,0,0,sales,medium
13421,60.0,0.54,4,182,6,0,0,0,sales,medium
13422,50.0,0.82,2,286,6,0,0,0,sales,medium
13423,97.0,0.55,5,212,6,0,0,0,sales,high
13424,93.0,0.95,5,176,6,0,0,1,accounting,medium
13425,50.0,1.0,5,264,8,0,0,1,accounting,high
13426,52.0,0.84,3,261,8,0,0,1,accounting,low
13427,50.0,0.71,4,163,8,0,0,1,hr,medium
13428,55.00000000000001,0.4,3,139,8,0,0,1,hr,medium
13429,95.0,0.84,3,261,8,1,0,1,hr,medium
13430,48.0,0.42,2,275,6,1,0,1,hr,medium
13431,51.0,0.39,5,132,6,1,0,1,technical,low
13432,96.0,0.48,3,202,6,0,0,0,technical,low
13433,97.0,0.84,4,177,6,0,0,0,technical,low
13434,97.0,0.66,5,234,6,0,0,0,technical,low
13435,71.0,0.54,4,188,6,0,0,0,technical,low
13436,82.0,0.49,5,203,6,0,0,0,technical,low
13437,56.99999999999999,1.0,4,227,10,0,0,0,technical,low
13438,48.0,0.93,3,150,10,0,0,0,technical,low
13439,71.0,0.64,3,267,3,0,0,0,technical,low
13440,63.0,0.61,5,186,10,0,0,0,technical,low
13441,99.0,0.84,4,142,10,0,0,0,technical,high
13442,79.0,0.83,3,126,10,1,0,0,support,low
13443,65.0,0.85,4,201,10,0,0,0,support,low
13444,70.0,0.85,4,142,2,0,0,0,support,low
13445,99.0,0.94,4,167,4,0,0,0,support,low
13446,65.0,0.62,4,258,2,0,0,0,support,high
13447,92.0,0.85,3,207,2,0,0,0,support,low
13448,24.0,0.5,4,282,4,1,0,0,support,low
13449,39.0,0.89,3,188,5,0,0,0,support,low
13450,82.0,0.85,3,214,2,0,0,0,support,high
13451,78.0,0.89,4,272,2,0,0,0,support,low
13452,62.0,0.79,3,259,3,0,0,0,support,medium
13453,60.0,0.61,5,191,2,1,0,0,technical,high
13454,49.0,0.57,3,192,3,0,0,0,technical,medium
13455,82.0,0.82,3,164,3,0,0,0,technical,high
13456,48.0,0.81,4,149,2,0,0,0,management,medium
13457,69.0,0.56,4,149,3,0,0,0,IT,medium
13458,40.0,0.89,2,165,3,0,0,0,IT,medium
13459,72.0,0.8,3,222,3,0,0,0,IT,medium
13460,75.0,0.84,5,222,3,1,0,0,IT,medium
13461,50.0,0.77,3,265,3,0,0,0,IT,medium
13462,78.0,0.5,5,247,4,0,0,0,product_mng,medium
13463,76.0,0.45,4,147,2,0,0,0,product_mng,medium
13464,94.0,0.52,3,273,3,0,0,0,product_mng,high
13465,24.0,0.94,6,144,4,0,0,0,product_mng,low
13466,99.0,0.66,3,181,2,0,0,0,IT,medium
13467,67.0,0.64,3,198,2,1,0,0,management,medium
13468,76.0,0.57,5,255,4,0,0,0,management,medium
13469,76.0,0.77,4,169,10,0,0,0,management,medium
13470,55.00000000000001,0.64,4,201,10,1,0,0,management,medium
13471,74.0,0.6,4,274,10,1,0,0,management,medium
13472,81.0,0.85,4,134,10,1,0,0,management,medium
13473,98.0,0.67,3,190,10,0,0,0,IT,medium
13474,98.0,0.98,4,170,10,0,0,0,IT,medium
13475,57.99999999999999,0.91,3,154,10,0,0,0,product_mng,high
13476,18.0,0.75,3,142,2,0,0,0,product_mng,low
13477,56.99999999999999,0.67,5,235,2,0,0,0,product_mng,low
13478,70.0,0.62,3,110,3,0,0,0,product_mng,low
13479,49.0,0.77,3,211,3,0,0,0,IT,high
13480,70.0,0.56,4,214,3,0,0,1,management,medium
13481,16.0,0.93,5,210,7,0,0,1,management,medium
13482,57.99999999999999,0.59,3,207,7,0,0,1,management,medium
13483,66.0,0.57,4,161,7,0,0,1,management,medium
13484,51.0,0.55,2,102,7,0,0,1,management,medium
13485,48.0,0.84,4,186,7,0,0,1,management,medium
13486,56.00000000000001,0.71,3,211,6,0,0,1,marketing,low
13487,81.0,0.62,3,240,6,0,0,1,sales,low
13488,56.99999999999999,0.7,4,237,6,0,0,0,accounting,low
13489,66.0,0.53,3,164,6,0,0,0,support,low
13490,22.0,0.91,6,222,8,0,0,0,technical,low
13491,96.0,0.71,3,205,8,1,0,0,management,medium
13492,87.0,0.88,4,140,8,0,0,0,marketing,medium
13493,61.0,0.42,2,103,8,0,0,0,marketing,medium
13494,66.0,0.85,3,178,8,1,0,0,marketing,medium
13495,90.0,0.51,4,137,6,0,0,0,sales,medium
13496,64.0,0.67,3,143,6,0,0,0,sales,medium
13497,76.0,0.82,4,170,6,0,0,0,sales,medium
13498,97.0,0.41,5,135,6,0,0,0,sales,medium
13499,69.0,0.76,3,174,6,0,0,0,sales,medium
13500,98.0,0.55,3,166,6,1,0,0,sales,medium
13501,18.0,0.61,5,174,6,0,0,0,sales,medium
13502,62.0,0.91,3,251,10,0,0,0,sales,medium
13503,28.999999999999996,0.37,6,187,10,1,0,0,sales,high
13504,87.0,0.48,5,170,3,0,0,0,sales,low
13505,91.0,0.64,3,241,10,0,0,0,sales,medium
13506,53.0,0.79,3,221,10,1,0,0,sales,medium
13507,69.0,0.73,4,257,10,1,0,0,sales,medium
13508,14.000000000000002,0.58,4,275,10,0,0,0,sales,medium
13509,70.0,0.77,4,245,2,0,0,0,sales,low
13510,77.0,0.75,6,246,6,0,0,0,sales,low
13511,77.0,0.76,6,263,6,0,0,0,sales,low
13512,76.0,0.99,3,133,4,0,0,0,sales,low
13513,66.0,0.49,4,157,3,0,0,0,sales,low
13514,50.0,0.95,3,198,4,0,0,0,accounting,low
13515,56.99999999999999,0.9,5,145,3,0,0,0,accounting,low
13516,97.0,0.62,6,118,2,0,0,0,accounting,low
13517,26.0,0.99,5,184,5,0,0,0,hr,low
13518,72.0,0.62,3,243,2,1,0,0,hr,low
13519,83.0,0.93,3,247,2,0,0,0,hr,low
13520,55.00000000000001,0.4,3,158,3,0,0,0,hr,low
13521,77.0,0.74,5,243,2,0,0,0,technical,low
13522,24.0,0.63,4,203,5,0,0,0,technical,low
13523,80.0,0.96,3,161,3,0,0,0,technical,low
13524,50.0,0.59,4,214,3,1,0,0,technical,low
13525,66.0,0.59,4,179,3,0,0,0,technical,low
13526,66.0,0.77,4,188,2,0,0,0,technical,low
13527,66.0,0.81,3,174,3,0,0,0,technical,low
13528,96.0,0.83,3,177,4,0,0,0,technical,low
13529,75.0,0.94,5,194,4,0,0,0,technical,low
13530,78.0,0.77,3,244,2,0,0,0,technical,medium
13531,56.99999999999999,0.82,4,269,2,0,0,0,technical,medium
13532,78.0,0.68,2,159,3,1,0,0,support,medium
13533,56.99999999999999,0.88,4,140,2,0,0,0,support,medium
13534,84.0,0.56,5,224,2,0,0,0,support,medium
13535,23.0,0.94,5,242,4,0,0,0,support,medium
13536,53.0,0.37,3,180,3,0,0,0,support,medium
13537,82.0,0.71,3,150,3,0,0,0,support,medium
13538,59.0,0.64,5,269,3,0,0,0,support,medium
13539,50.0,0.52,2,178,2,0,0,0,support,medium
13540,100.0,0.74,2,187,3,0,0,0,support,medium
13541,94.0,0.61,3,140,2,0,0,0,support,medium
13542,86.0,0.61,4,193,2,0,0,0,support,high
13543,73.0,0.49,4,243,2,0,0,0,technical,low
13544,49.0,0.94,3,144,3,1,0,0,technical,medium
13545,79.0,0.73,2,147,2,0,0,0,technical,medium
13546,83.0,0.5,6,165,3,0,0,0,management,medium
13547,85.0,0.67,3,176,2,0,0,0,IT,medium
13548,65.0,0.37,3,170,6,0,0,0,IT,low
13549,94.0,0.65,4,213,2,1,0,0,IT,low
13550,76.0,0.81,4,242,2,0,0,0,IT,low
13551,77.0,0.54,4,139,3,1,0,0,IT,low
13552,77.0,0.91,4,239,3,1,0,0,product_mng,low
13553,59.0,0.64,5,123,2,0,0,0,product_mng,low
13554,69.0,0.9,3,185,4,0,0,0,product_mng,low
13555,51.0,0.85,4,186,2,0,0,0,product_mng,low
13556,80.0,0.67,3,178,3,0,0,0,IT,low
13557,98.0,0.7,3,153,10,0,0,0,management,high
13558,69.0,0.72,4,185,10,1,0,0,management,high
13559,14.000000000000002,0.76,4,142,10,0,0,0,management,high
13560,95.0,0.9,4,221,10,1,0,0,management,high
13561,53.0,0.61,3,148,10,0,0,0,management,high
13562,64.0,0.52,5,258,10,1,0,0,management,high
13563,51.0,0.73,4,229,3,0,0,0,sales,low
13564,36.0,0.73,2,111,2,0,0,0,sales,low
13565,62.0,0.97,2,271,3,0,0,0,sales,low
13566,98.0,0.58,4,133,3,0,0,0,sales,low
13567,53.0,0.7,4,223,3,0,0,0,sales,low
13568,80.0,0.95,4,272,2,0,0,0,sales,low
13569,73.0,0.77,3,233,3,0,0,0,sales,medium
13570,82.0,0.8,3,162,3,0,0,0,sales,medium
13571,62.0,0.75,5,165,4,0,0,0,sales,medium
13572,87.0,0.48,5,242,3,0,0,0,sales,medium
13573,43.0,0.65,4,124,2,0,0,0,sales,medium
13574,56.99999999999999,0.6,2,163,3,0,0,0,sales,medium
13575,91.0,0.77,3,144,3,0,0,0,sales,medium
13576,75.0,0.59,5,149,4,0,0,0,sales,medium
13577,76.0,0.8,5,217,2,0,0,0,sales,medium
13578,85.0,0.49,4,139,2,0,0,0,sales,medium
13579,56.00000000000001,0.67,3,270,2,0,0,0,sales,medium
13580,86.0,0.84,3,177,3,0,0,0,sales,medium
13581,21.0,0.43,5,175,2,1,0,0,sales,high
13582,94.0,0.59,3,151,2,0,0,0,sales,low
13583,98.0,0.74,3,185,3,0,0,0,sales,medium
13584,42.0,0.45,3,227,3,0,0,0,sales,medium
13585,98.0,0.89,4,218,2,0,0,0,sales,medium
13586,100.0,0.93,5,167,3,0,0,0,sales,medium
13587,95.0,0.52,3,183,2,1,0,0,sales,low
13588,95.0,0.5,4,259,3,0,0,0,sales,low
13589,68.0,0.53,3,138,2,1,0,0,sales,low
13590,64.0,0.38,5,122,4,0,0,0,sales,low
13591,24.0,0.62,6,225,6,0,0,0,sales,low
13592,37.0,0.72,3,121,2,0,0,0,sales,low
13593,67.0,0.4,4,274,3,0,0,0,sales,low
13594,86.0,0.89,4,153,4,0,0,0,sales,low
13595,43.0,0.38,3,119,2,0,0,0,sales,low
13596,67.0,0.67,4,141,2,1,0,0,sales,low
13597,92.0,0.6,4,161,3,0,0,0,IT,low
13598,43.0,0.46,2,186,2,0,0,0,product_mng,low
13599,52.0,0.8,3,252,4,0,0,0,product_mng,low
13600,16.0,0.42,3,182,3,1,0,0,product_mng,low
13601,49.0,0.6,4,264,2,1,0,0,product_mng,low
13602,37.0,0.63,4,167,3,0,0,0,IT,low
13603,98.0,0.68,5,171,3,0,0,0,management,high
13604,33.0,0.97,5,130,4,0,0,0,management,high
13605,14.000000000000002,0.79,5,271,4,0,0,0,management,high
13606,54.0,0.79,5,249,3,1,0,0,management,high
13607,63.0,0.48,4,180,4,0,0,0,management,high
13608,55.00000000000001,0.69,4,220,3,1,0,0,management,high
13609,84.0,0.53,3,210,4,1,0,0,marketing,medium
13610,51.0,0.97,4,258,2,0,0,0,sales,medium
13611,15.0,0.75,3,150,4,0,0,1,accounting,medium
13612,97.0,0.79,5,259,3,0,0,1,support,medium
13613,67.0,0.69,3,231,3,0,0,1,technical,medium
13614,48.0,0.67,4,220,3,0,0,1,management,medium
13615,69.0,0.58,4,149,3,0,0,1,marketing,medium
13616,60.0,0.62,3,238,4,0,0,1,marketing,medium
13617,82.0,0.71,2,209,5,0,0,1,marketing,medium
